datetime,Day,Month,Year,Tmin(C),Tmax(C),Prcp(mm),ET0
2006-12-31,31,12,2006,6.0,6.0,0.0,0.0
2007-01-01,1,1,2007,6.0,9.432394366197185,0.0,0.1
2007-01-02,2,1,2007,6.0,20.618309859154934,0.0,0.3
2007-01-03,3,1,2007,6.0,25.0,0.0,0.4
2007-01-04,4,1,2007,6.0,25.0,0.0,0.5
2007-01-05,5,1,2007,7.1,19.647887323943664,0.0,0.32
2007-01-06,6,1,2007,9.8,18.326760563380283,0.0,0.31
2007-01-07,7,1,2007,6.0,25.0,0.0,0.47000000000000003
2007-01-08,8,1,2007,6.0,11.704225352112676,0.0,0.16
2007-01-09,9,1,2007,6.0,25.0,0.0,0.38
2007-01-10,10,1,2007,6.0,25.0,0.0,0.2
2007-01-11,11,1,2007,6.0,10.784507042253523,0.0,0.11
2007-01-12,12,1,2007,6.0,15.75492957746479,0.0,0.18
2007-01-13,13,1,2007,6.0,12.560563380281693,0.0,0.16
2007-01-14,14,1,2007,6.0,10.109859154929579,0.0,0.14
2007-01-15,15,1,2007,6.0,6.0,0.0,0.060000000000000005
2007-01-16,16,1,2007,6.0,6.0,0.0,0.05
2007-01-17,17,1,2007,6.0,6.0,0.0,0.060000000000000005
2007-01-18,18,1,2007,6.0,10.136619718309863,0.0,0.16
2007-01-19,19,1,2007,6.0,12.204225352112676,0.0,0.18
2007-01-20,20,1,2007,6.0,18.566197183098595,0.0,0.42
2007-01-21,21,1,2007,6.0,18.985915492957748,0.0,0.32
2007-01-22,22,1,2007,6.0,23.902816901408457,0.0,0.9400000000000001
2007-01-23,23,1,2007,6.0,24.478873239436624,0.0,0.05
2007-01-24,24,1,2007,6.0,25.0,0.0,0.07
2007-01-25,25,1,2007,6.0,17.894366197183103,0.0,0.06
2007-01-26,26,1,2007,6.0,6.0,0.0,0.02
2007-01-27,27,1,2007,6.0,8.46197183098592,0.0,0.05
2007-01-28,28,1,2007,6.0,10.54929577464789,0.0,0.06
2007-01-29,29,1,2007,6.0,15.852112676056343,0.0,0.06
2007-01-30,30,1,2007,6.0,12.061971830985916,0.0,0.05
2007-01-31,31,1,2007,6.0,14.329577464788736,0.0,0.05
2007-02-01,1,2,2007,6.0,18.59577464788733,0.0,0.06
2007-02-02,2,2,2007,6.0,7.11830985915493,0.0,0.06
2007-02-03,3,2,2007,6.0,14.369014084507041,0.0,0.07
2007-02-04,4,2,2007,6.0,10.480281690140847,0.0,0.04
2007-02-05,5,2,2007,6.0,6.0,0.0,0.02
2007-02-06,6,2,2007,6.0,9.764788732394372,0.0,0.04
2007-02-07,7,2,2007,6.0,25.0,0.0,0.08
2007-02-08,8,2,2007,6.0,9.470422535211272,0.0,0.04
2007-02-09,9,2,2007,6.0,20.48169014084507,0.0,0.06
2007-02-10,10,2,2007,6.0,17.953521126760563,0.0,0.08
2007-02-11,11,2,2007,6.0,25.0,0.0,0.11
2007-02-12,12,2,2007,6.0,25.0,0.0,0.11
2007-02-13,13,2,2007,6.0,24.098591549295783,0.0,0.08
2007-02-14,14,2,2007,6.0,7.059154929577466,0.0,0.04
2007-02-15,15,2,2007,6.0,11.773239436619722,0.0,0.09
2007-02-16,16,2,2007,6.0,10.694366197183104,0.0,0.05
2007-02-17,17,2,2007,6.0,25.0,0.0,0.15
2007-02-18,18,2,2007,6.0,25.0,0.0,0.12
2007-02-19,19,2,2007,6.0,16.250704225352116,0.0,0.08
2007-02-20,20,2,2007,6.0,8.897183098591551,0.0,0.07
2007-02-21,21,2,2007,6.0,25.0,0.0,0.15
2007-02-22,22,2,2007,6.0,25.0,0.0,0.16
2007-02-23,23,2,2007,6.0,25.0,0.0,0.15
2007-02-24,24,2,2007,6.0,13.369014084507041,0.0,0.1
2007-02-25,25,2,2007,6.0,25.0,0.0,0.25
2007-02-26,26,2,2007,6.0,25.0,0.0,0.18
2007-02-27,27,2,2007,6.0,16.50422535211268,0.0,0.11
2007-02-28,28,2,2007,6.0,25.0,0.0,0.21000000000000002
2007-03-01,1,3,2007,6.0,25.0,0.0,0.29
2007-03-02,2,3,2007,6.0,12.56197183098592,0.0,0.07
2007-03-03,3,3,2007,6.0,25.0,0.0,0.4
2007-03-04,4,3,2007,6.0,25.0,0.0,0.29
2007-03-05,5,3,2007,6.0,25.0,0.0,0.33
2007-03-06,6,3,2007,6.0,8.735211267605635,0.0,0.12
2007-03-07,7,3,2007,6.0,16.685915492957747,0.0,0.14
2007-03-08,8,3,2007,6.0,7.429577464788736,0.0,0.21
2007-03-09,9,3,2007,6.0,25.0,0.0,1.06
2007-03-10,10,3,2007,6.0,25.0,0.0,0.14
2007-03-11,11,3,2007,6.0,24.89577464788733,0.0,0.11
2007-03-12,12,3,2007,6.0,25.0,0.0,0.26
2007-03-13,13,3,2007,6.0,25.0,0.0,0.28
2007-03-14,14,3,2007,6.0,25.0,0.0,0.34
2007-03-15,15,3,2007,6.0,25.0,0.0,0.23
2007-03-16,16,3,2007,6.0,20.912676056338032,0.0,0.09
2007-03-17,17,3,2007,6.0,25.0,0.0,0.2
2007-03-18,18,3,2007,6.0,25.0,0.0,0.16
2007-03-19,19,3,2007,6.0,25.0,0.0,0.22
2007-03-20,20,3,2007,6.0,25.0,0.0,0.22
2007-03-21,21,3,2007,6.0,25.0,0.0,0.22
2007-03-22,22,3,2007,6.0,16.095774647887325,0.0,0.14
2007-03-23,23,3,2007,6.0,25.0,0.0,0.43
2007-03-24,24,3,2007,6.0,25.0,0.0,0.31
2007-03-25,25,3,2007,6.0,25.0,0.0,0.25
2007-03-26,26,3,2007,6.0,25.0,0.0,0.22
2007-03-27,27,3,2007,6.0,14.292957746478873,0.0,0.1
2007-03-28,28,3,2007,6.0,25.0,0.0,0.39
2007-03-29,29,3,2007,6.0,25.0,0.0,0.27
2007-03-30,30,3,2007,6.0,25.0,0.0,0.28
2007-03-31,31,3,2007,6.0,25.0,0.0,0.33
2007-04-01,1,4,2007,6.0,25.0,0.0,0.36
2007-04-02,2,4,2007,6.0,19.587323943661975,0.0,0.12000000000000001
2007-04-03,3,4,2007,6.0,23.576056338028174,0.0,0.13
2007-04-04,4,4,2007,6.0,25.0,0.0,0.34
2007-04-05,5,4,2007,6.0,10.583098591549296,0.0,0.09
2007-04-06,6,4,2007,6.0,25.0,0.0,0.26
2007-04-07,7,4,2007,6.0,25.0,0.0,0.16
2007-04-08,8,4,2007,6.0,25.0,0.0,0.27
2007-04-09,9,4,2007,6.0,25.0,0.0,0.32
2007-04-10,10,4,2007,6.0,25.0,0.0,0.47000000000000003
2007-04-11,11,4,2007,6.0,25.0,0.0,1.31
2007-04-12,12,4,2007,6.0,25.0,0.0,0.3
2007-04-13,13,4,2007,6.0,19.65211267605634,0.0,0.1
2007-04-14,14,4,2007,6.0,21.746478873239443,0.0,0.13
2007-04-15,15,4,2007,6.0,25.0,0.0,0.26
2007-04-16,16,4,2007,6.0,16.41267605633803,0.0,0.1
2007-04-17,17,4,2007,6.0,19.1887323943662,0.0,0.14
2007-04-18,18,4,2007,6.0,18.6,0.0,0.12
2007-04-19,19,4,2007,6.0,25.0,0.0,0.28
2007-04-20,20,4,2007,6.0,25.0,0.0,0.52
2007-04-21,21,4,2007,6.0,25.0,0.0,0.62
2007-04-22,22,4,2007,6.0,25.0,0.0,0.51
2007-04-23,23,4,2007,6.0,25.0,0.0,0.64
2007-04-24,24,4,2007,8.3,25.0,0.0,0.62
2007-04-25,25,4,2007,6.0,25.0,0.0,0.39
2007-04-26,26,4,2007,6.0,25.0,0.0,0.56
2007-04-27,27,4,2007,6.0,22.46760563380282,0.0,0.17
2007-04-28,28,4,2007,6.0,25.0,0.0,0.42
2007-04-29,29,4,2007,6.0,17.21267605633803,0.0,0.2
2007-04-30,30,4,2007,6.0,25.0,0.0,0.18
2007-05-01,1,5,2007,6.0,25.0,0.0,0.36
2007-05-02,2,5,2007,6.0,25.0,0.0,0.53
2007-05-03,3,5,2007,6.1,25.0,0.0,0.66
2007-05-04,4,5,2007,6.0,25.0,0.0,0.58
2007-05-05,5,5,2007,6.0,25.0,0.0,0.6
2007-05-06,6,5,2007,6.0,25.0,0.0,0.4
2007-05-07,7,5,2007,6.0,25.0,0.0,0.61
2007-05-08,8,5,2007,7.6,25.0,0.0,0.74
2007-05-09,9,5,2007,8.7,25.0,0.0,0.76
2007-05-10,10,5,2007,7.7,25.0,0.0,0.54
2007-05-11,11,5,2007,9.0,25.0,0.0,0.4
2007-05-12,12,5,2007,8.0,25.0,0.0,0.73
2007-05-13,13,5,2007,6.0,25.0,0.0,0.6
2007-05-14,14,5,2007,6.570422535211268,25.0,0.0,0.8200000000000001
2007-05-15,15,5,2007,6.6,25.0,0.0,0.35000000000000003
2007-05-16,16,5,2007,6.1,19.28591549295775,0.0,0.25
2007-05-17,17,5,2007,6.3,25.0,0.0,0.36
2007-05-18,18,5,2007,6.0,23.829577464788734,0.0,0.26
2007-05-19,19,5,2007,9.1,25.0,0.0,0.38
2007-05-20,20,5,2007,6.5,25.0,0.0,0.58
2007-05-21,21,5,2007,6.7,25.0,0.0,0.5800000000000001
2007-05-22,22,5,2007,6.0,25.0,0.0,0.9800000000000001
2007-05-23,23,5,2007,6.0,25.0,0.0,0.9
2007-05-24,24,5,2007,6.0,25.0,0.0,0.9
2007-05-25,25,5,2007,8.6,25.0,0.0,1.04
2007-05-26,26,5,2007,10.6,25.0,0.0,1.59
2007-05-27,27,5,2007,10.3,25.0,0.0,2.31
2007-05-28,28,5,2007,9.5,25.0,0.0,0.79
2007-05-29,29,5,2007,11.1,25.0,0.0,9.569999999999999
2007-05-30,30,5,2007,9.440845070422537,25.0,0.0,0.69
2007-05-31,31,5,2007,10.1,25.0,0.0,0.71
2007-06-01,1,6,2007,7.970422535211268,25.0,0.0,0.37
2007-06-02,2,6,2007,9.270422535211267,25.0,0.0,0.64
2007-06-03,3,6,2007,9.3,25.0,0.0,0.42
2007-06-04,4,6,2007,9.2,25.0,0.0,0.35
2007-06-05,5,6,2007,12.3,25.0,0.0,0.46
2007-06-06,6,6,2007,10.2,25.0,0.0,0.66
2007-06-07,7,6,2007,10.840845070422535,25.0,0.0,0.84
2007-06-08,8,6,2007,10.140845070422536,25.0,0.0,0.9
2007-06-09,9,6,2007,9.2,25.0,0.0,0.91
2007-06-10,10,6,2007,11.1,25.0,0.0,0.5800000000000001
2007-06-11,11,6,2007,14.470422535211268,25.0,0.0,0.51
2007-06-12,12,6,2007,12.3,25.0,0.0,0.37
2007-06-13,13,6,2007,9.970422535211268,25.0,0.0,0.37
2007-06-14,14,6,2007,9.670422535211268,25.0,0.0,0.56
2007-06-15,15,6,2007,9.5,25.0,0.0,0.72
2007-06-16,16,6,2007,10.8,25.0,0.0,0.54
2007-06-17,17,6,2007,9.9,25.0,0.0,0.6900000000000001
2007-06-18,18,6,2007,11.0,25.0,0.0,0.98
2007-06-19,19,6,2007,12.5,25.0,0.0,0.9500000000000001
2007-06-20,20,6,2007,9.540845070422536,25.0,0.0,0.53
2007-06-21,21,6,2007,11.1,25.0,0.0,0.71
2007-06-22,22,6,2007,11.970422535211268,25.0,0.0,0.87
2007-06-23,23,6,2007,11.9,25.0,0.0,0.67
2007-06-24,24,6,2007,12.270422535211267,25.0,0.0,0.86
2007-06-25,25,6,2007,11.670422535211268,25.0,0.0,0.93
2007-06-26,26,6,2007,13.4,25.0,0.0,0.73
2007-06-27,27,6,2007,15.2,25.0,0.0,0.96
2007-06-28,28,6,2007,14.5,25.0,0.0,0.5800000000000001
2007-06-29,29,6,2007,13.0,25.0,0.0,0.77
2007-06-30,30,6,2007,12.2,25.0,0.0,0.92
2007-07-01,1,7,2007,12.040845070422536,25.0,0.0,0.89
2007-07-02,2,7,2007,12.040845070422536,25.0,0.0,0.88
2007-07-03,3,7,2007,11.240845070422536,25.0,0.0,4.18
2007-07-04,4,7,2007,11.5,25.0,0.0,2.56
2007-07-05,5,7,2007,13.3,22.102816901408453,0.0,0.5
2007-07-06,6,7,2007,13.270422535211267,25.0,0.0,0.61
2007-07-07,7,7,2007,13.4,25.0,0.0,1.26
2007-07-08,8,7,2007,13.0,25.0,0.0,0.55
2007-07-09,9,7,2007,11.540845070422536,25.0,0.0,1.14
2007-07-10,10,7,2007,12.4,25.0,0.0,0.89
2007-07-11,11,7,2007,13.6,25.0,0.0,0.55
2007-07-12,12,7,2007,14.0,25.0,0.0,0.47
2007-07-13,13,7,2007,12.570422535211268,25.0,0.0,1.28
2007-07-14,14,7,2007,14.1,25.0,0.0,0.73
2007-07-15,15,7,2007,13.9,25.0,0.0,0.76
2007-07-16,16,7,2007,14.3,25.0,0.0,0.84
2007-07-17,17,7,2007,12.170422535211268,25.0,0.0,1.02
2007-07-18,18,7,2007,12.9,25.0,0.0,0.51
2007-07-19,19,7,2007,15.2,25.0,0.0,0.54
2007-07-20,20,7,2007,15.5,25.0,0.0,0.47000000000000003
2007-07-21,21,7,2007,14.9,25.0,0.0,0.49
2007-07-22,22,7,2007,14.5,25.0,0.0,1.01
2007-07-23,23,7,2007,15.4,25.0,0.0,0.66
2007-07-24,24,7,2007,14.9,25.0,0.0,0.71
2007-07-25,25,7,2007,14.5,25.0,0.0,1.09
2007-07-26,26,7,2007,17.2,25.0,0.0,1.22
2007-07-27,27,7,2007,17.0,25.0,0.0,1.11
2007-07-28,28,7,2007,16.2,25.0,0.0,0.7000000000000001
2007-07-29,29,7,2007,17.6,25.0,0.0,0.6
2007-07-30,30,7,2007,17.0,25.0,0.0,0.82
2007-07-31,31,7,2007,16.1,25.0,0.0,0.8200000000000001
2007-08-01,1,8,2007,15.6,25.0,0.0,1.11
2007-08-02,2,8,2007,16.1,25.0,0.0,1.06
2007-08-03,3,8,2007,16.9,25.0,0.0,0.81
2007-08-04,4,8,2007,16.9,25.0,0.0,0.62
2007-08-05,5,8,2007,15.6,25.0,0.0,1.02
2007-08-06,6,8,2007,13.7,25.0,0.0,0.97
2007-08-07,7,8,2007,14.8,25.0,0.0,0.8
2007-08-08,8,8,2007,13.9,25.0,0.0,0.39
2007-08-09,9,8,2007,13.6,25.0,0.0,0.9700000000000001
2007-08-10,10,8,2007,12.9,25.0,0.0,0.7000000000000001
2007-08-11,11,8,2007,12.3,25.0,0.0,0.9400000000000001
2007-08-12,12,8,2007,14.5,25.0,0.0,0.97
2007-08-13,13,8,2007,15.4,25.0,0.0,0.48
2007-08-14,14,8,2007,14.3,25.0,0.0,0.93
2007-08-15,15,8,2007,13.3,25.0,0.0,0.8
2007-08-16,16,8,2007,15.2,25.0,0.0,0.77
2007-08-17,17,8,2007,15.4,25.0,0.0,0.46
2007-08-18,18,8,2007,14.7,25.0,0.0,0.34
2007-08-19,19,8,2007,13.5,25.0,0.0,0.82
2007-08-20,20,8,2007,12.6,25.0,0.0,0.8200000000000001
2007-08-21,21,8,2007,10.8,25.0,0.0,0.8
2007-08-22,22,8,2007,11.4,25.0,0.0,0.8200000000000001
2007-08-23,23,8,2007,11.4,25.0,0.0,0.79
2007-08-24,24,8,2007,15.0,25.0,0.0,0.4
2007-08-25,25,8,2007,16.2,25.0,0.0,0.65
2007-08-26,26,8,2007,16.4,25.0,0.0,0.67
2007-08-27,27,8,2007,16.7,25.0,0.0,0.9
2007-08-28,28,8,2007,14.7,25.0,0.0,0.87
2007-08-29,29,8,2007,13.4,25.0,0.0,0.81
2007-08-30,30,8,2007,15.6,25.0,0.0,0.68
2007-08-31,31,8,2007,16.5,25.0,0.0,0.34
2007-09-01,1,9,2007,16.2,25.0,0.0,2.0900000000000003
2007-09-02,2,9,2007,12.8,25.0,0.0,1.9700000000000002
2007-09-03,3,9,2007,13.3,25.0,0.0,1.59
2007-09-04,4,9,2007,13.7,25.0,0.0,1.17
2007-09-05,5,9,2007,12.2,25.0,0.0,1.1099999999999999
2007-09-06,6,9,2007,10.5,25.0,0.0,0.97
2007-09-07,7,9,2007,12.8,25.0,0.0,0.8200000000000001
2007-09-08,8,9,2007,15.4,25.0,0.0,0.88
2007-09-09,9,9,2007,15.7,25.0,0.0,0.66
2007-09-10,10,9,2007,14.670422535211268,25.0,0.0,0.53
2007-09-11,11,9,2007,14.3,25.0,0.0,0.44
2007-09-12,12,9,2007,14.5,25.0,0.0,0.83
2007-09-13,13,9,2007,11.6,25.0,0.0,0.81
2007-09-14,14,9,2007,11.370422535211269,25.0,0.0,0.77
2007-09-15,15,9,2007,13.3,23.10845070422535,0.0,0.32
2007-09-16,16,9,2007,9.8,25.0,0.0,0.59
2007-09-17,17,9,2007,9.2,25.0,0.0,0.6900000000000001
2007-09-18,18,9,2007,9.5,25.0,0.0,0.7000000000000001
2007-09-19,19,9,2007,10.9,25.0,0.0,0.61
2007-09-20,20,9,2007,11.6,25.0,0.0,0.43
2007-09-21,21,9,2007,12.4,25.0,0.0,0.63
2007-09-22,22,9,2007,11.8,25.0,0.0,0.37
2007-09-23,23,9,2007,14.0,25.0,0.0,0.6
2007-09-24,24,9,2007,13.6,25.0,0.0,0.55
2007-09-25,25,9,2007,12.1,25.0,0.0,0.64
2007-09-26,26,9,2007,16.5,25.0,0.0,0.7000000000000001
2007-09-27,27,9,2007,15.4,25.0,0.0,0.45
2007-09-28,28,9,2007,14.7,25.0,0.0,0.38
2007-09-29,29,9,2007,12.3,25.0,0.0,0.6
2007-09-30,30,9,2007,7.8,25.0,0.0,0.53
2007-10-01,1,10,2007,8.6,25.0,0.0,0.5
2007-10-02,2,10,2007,10.2,25.0,0.0,0.47000000000000003
2007-10-03,3,10,2007,11.4,25.0,0.0,0.43
2007-10-04,4,10,2007,14.3,25.0,0.0,0.43
2007-10-05,5,10,2007,12.1,25.0,0.0,0.5700000000000001
2007-10-06,6,10,2007,12.1,25.0,0.0,0.5
2007-10-07,7,10,2007,9.3,25.0,0.0,0.46
2007-10-08,8,10,2007,7.7,25.0,0.0,0.4
2007-10-09,9,10,2007,8.1,25.0,0.0,0.45
2007-10-10,10,10,2007,8.9,25.0,0.0,0.29
2007-10-11,11,10,2007,11.5,25.0,0.0,0.33999999999999997
2007-10-12,12,10,2007,11.4,25.0,0.0,0.27
2007-10-13,13,10,2007,8.0,25.0,0.0,0.44
2007-10-14,14,10,2007,8.2,25.0,0.0,0.43
2007-10-15,15,10,2007,7.4,25.0,0.0,0.32
2007-10-16,16,10,2007,8.4,25.0,0.0,0.44
2007-10-17,17,10,2007,8.7,25.0,0.0,0.43
2007-10-18,18,10,2007,8.2,25.0,0.0,0.42
2007-10-19,19,10,2007,8.1,24.9830985915493,0.0,0.26
2007-10-20,20,10,2007,13.0,25.0,0.0,0.27
2007-10-21,21,10,2007,12.540845070422536,25.0,0.0,0.44
2007-10-22,22,10,2007,12.4,25.0,0.0,3.71
2007-10-23,23,10,2007,13.2,25.0,0.0,0.95
2007-10-24,24,10,2007,11.5,22.625352112676058,0.0,0.45
2007-10-25,25,10,2007,8.3,22.09718309859155,0.0,0.31
2007-10-26,26,10,2007,6.540845070422535,25.0,0.0,0.59
2007-10-27,27,10,2007,8.5,25.0,0.0,0.39
2007-10-28,28,10,2007,7.5,25.0,0.0,0.61
2007-10-29,29,10,2007,6.0,25.0,0.0,0.27
2007-10-30,30,10,2007,6.0,25.0,0.0,0.24
2007-10-31,31,10,2007,6.0,25.0,0.0,0.31
2007-11-01,1,11,2007,10.6,25.0,0.0,0.35
2007-11-02,2,11,2007,6.0,25.0,0.0,0.36
2007-11-03,3,11,2007,6.1,16.0,0.0,0.24
2007-11-04,4,11,2007,6.0,25.0,0.0,0.35000000000000003
2007-11-05,5,11,2007,6.0,25.0,0.0,0.31
2007-11-06,6,11,2007,6.0,17.633802816901408,0.0,0.19
2007-11-07,7,11,2007,6.0,25.0,0.0,0.4
2007-11-08,8,11,2007,6.0,25.0,0.0,0.19
2007-11-09,9,11,2007,6.0,25.0,0.0,0.19
2007-11-10,10,11,2007,6.0,9.556338028169016,0.0,0.08
2007-11-11,11,11,2007,6.0,15.405633802816904,0.0,0.09
2007-11-12,12,11,2007,6.0,25.0,0.0,0.17
2007-11-13,13,11,2007,6.0,12.359154929577466,0.0,0.11
2007-11-14,14,11,2007,6.0,25.0,0.0,0.25
2007-11-15,15,11,2007,9.3,25.0,0.0,0.36
2007-11-16,16,11,2007,6.0,18.81267605633803,0.0,0.2
2007-11-17,17,11,2007,6.0,25.0,0.0,0.12
2007-11-18,18,11,2007,6.0,25.0,0.0,0.17
2007-11-19,19,11,2007,6.0,25.0,0.0,0.13
2007-11-20,20,11,2007,6.0,21.22535211267606,0.0,0.11
2007-11-21,21,11,2007,6.0,20.252112676056342,0.0,0.09
2007-11-22,22,11,2007,6.0,14.945070422535213,0.0,0.17
2007-11-23,23,11,2007,6.0,16.271830985915496,0.0,0.17
2007-11-24,24,11,2007,6.0,15.160563380281692,0.0,0.06
2007-11-25,25,11,2007,6.0,24.314084507042256,0.0,0.09
2007-11-26,26,11,2007,6.0,11.7887323943662,0.0,0.16
2007-11-27,27,11,2007,6.0,17.633802816901408,0.0,0.25
2007-11-28,28,11,2007,6.0,25.0,0.0,0.12000000000000001
2007-11-29,29,11,2007,6.0,14.350704225352114,0.0,0.13
2007-11-30,30,11,2007,6.0,21.121126760563385,0.0,0.11
2007-12-01,1,12,2007,6.0,7.450704225352114,0.0,0.04
2007-12-02,2,12,2007,6.0,17.826760563380283,0.0,0.04
2007-12-03,3,12,2007,6.0,6.0,0.0,0.03
2007-12-04,4,12,2007,6.0,10.087323943661973,0.0,0.06
2007-12-05,5,12,2007,6.0,12.783098591549297,0.0,0.06
2007-12-06,6,12,2007,6.0,8.061971830985918,0.0,0.05
2007-12-07,7,12,2007,6.0,12.608450704225353,0.0,0.05
2007-12-08,8,12,2007,6.0,14.790140845070425,0.0,0.07
2007-12-09,9,12,2007,6.0,9.669014084507042,0.0,0.04
2007-12-10,10,12,2007,6.0,6.0,0.0,0.01
2007-12-11,11,12,2007,6.0,10.247887323943663,0.0,0.06
2007-12-12,12,12,2007,6.0,17.987323943661973,0.0,0.08
2007-12-13,13,12,2007,6.0,7.932394366197184,0.0,0.04
2007-12-14,14,12,2007,6.0,12.123943661971833,0.0,0.7100000000000001
2007-12-15,15,12,2007,6.0,6.0,0.0,0.19
2007-12-16,16,12,2007,6.0,8.819718309859159,0.0,0.22
2007-12-17,17,12,2007,6.0,12.911267605633807,0.0,0.24
2007-12-18,18,12,2007,6.0,20.929577464788736,0.0,0.32
2007-12-19,19,12,2007,6.0,6.0,0.0,0.1
2007-12-20,20,12,2007,6.0,6.0,0.0,0.05
2007-12-21,21,12,2007,6.0,16.447887323943668,0.0,0.16999999999999998
2007-12-22,22,12,2007,6.0,21.409859154929585,0.0,0.18000000000000002
2007-12-23,23,12,2007,6.0,25.0,0.0,0.4
2007-12-24,24,12,2007,6.0,25.0,0.0,0.39
2007-12-25,25,12,2007,6.0,25.0,0.0,0.34
2007-12-26,26,12,2007,6.0,25.0,0.0,0.31
2007-12-27,27,12,2007,6.0,6.11830985915493,0.0,0.060000000000000005
2007-12-28,28,12,2007,6.0,8.723943661971832,0.0,0.11
2007-12-29,29,12,2007,6.0,8.525352112676057,0.0,0.11
2007-12-30,30,12,2007,6.0,25.0,0.0,0.25
2007-12-31,31,12,2007,6.0,6.532394366197184,0.0,0.060000000000000005
2008-01-01,1,1,2008,6.0,25.0,0.0,0.22
2008-01-02,2,1,2008,6.0,7.516901408450707,0.0,0.08
2008-01-03,3,1,2008,6.0,6.0,0.0,0.05
2008-01-04,4,1,2008,6.0,6.0,0.0,0.060000000000000005
2008-01-05,5,1,2008,6.0,6.429577464788733,0.0,0.07
2008-01-06,6,1,2008,6.0,25.0,0.0,0.23
2008-01-07,7,1,2008,6.0,24.816901408450708,0.0,0.31
2008-01-08,8,1,2008,6.0,25.0,0.0,0.52
2008-01-09,9,1,2008,7.3,21.51549295774648,0.0,0.36
2008-01-10,10,1,2008,6.0,25.0,0.0,0.43000000000000005
2008-01-11,11,1,2008,6.0,9.6,0.0,0.15
2008-01-12,12,1,2008,6.0,25.0,0.0,0.34
2008-01-13,13,1,2008,6.0,25.0,0.0,0.37
2008-01-14,14,1,2008,6.0,6.0,0.0,0.07
2008-01-15,15,1,2008,6.0,6.569014084507044,0.0,0.08
2008-01-16,16,1,2008,6.0,6.653521126760565,0.0,0.11
2008-01-17,17,1,2008,6.0,23.79014084507043,0.0,0.18000000000000002
2008-01-18,18,1,2008,6.0,11.3,0.0,0.17
2008-01-19,19,1,2008,6.0,16.963380281690142,0.0,0.36
2008-01-20,20,1,2008,6.0,10.476056338028169,0.0,0.13999999999999999
2008-01-21,21,1,2008,6.0,6.0,0.0,0.21000000000000002
2008-01-22,22,1,2008,6.0,9.047887323943664,0.0,0.8300000000000001
2008-01-23,23,1,2008,6.0,25.0,0.0,0.1
2008-01-24,24,1,2008,6.0,21.48169014084507,0.0,0.06
2008-01-25,25,1,2008,6.0,9.476056338028172,0.0,0.03
2008-01-26,26,1,2008,6.0,25.0,0.0,0.07
2008-01-27,27,1,2008,6.0,18.339436619718313,0.0,0.04
2008-01-28,28,1,2008,6.0,11.777464788732399,0.0,0.06
2008-01-29,29,1,2008,6.0,21.264788732394372,0.0,0.08
2008-01-30,30,1,2008,6.0,17.977464788732398,0.0,0.11
2008-01-31,31,1,2008,6.0,25.0,0.0,0.12
2008-02-01,1,2,2008,6.0,25.0,0.0,0.08
2008-02-02,2,2,2008,6.0,25.0,0.0,0.18
2008-02-03,3,2,2008,6.0,11.445070422535213,0.0,0.06
2008-02-04,4,2,2008,6.0,25.0,0.0,0.12
2008-02-05,5,2,2008,6.0,6.0,0.0,0.01
2008-02-06,6,2,2008,6.0,6.481690140845071,0.0,0.04
2008-02-07,7,2,2008,6.0,12.466197183098593,0.0,0.04
2008-02-08,8,2,2008,6.0,15.802816901408455,0.0,0.09
2008-02-09,9,2,2008,6.0,19.216901408450706,0.0,0.09
2008-02-10,10,2,2008,6.0,8.34225352112676,0.0,0.08
2008-02-11,11,2,2008,6.0,10.900000000000002,0.0,0.05
2008-02-12,12,2,2008,6.0,18.212676056338033,0.0,0.08
2008-02-13,13,2,2008,6.0,8.987323943661972,0.0,0.13
2008-02-14,14,2,2008,6.0,25.0,0.0,0.2
2008-02-15,15,2,2008,6.0,25.0,0.0,0.12000000000000001
2008-02-16,16,2,2008,6.0,25.0,0.0,0.11
2008-02-17,17,2,2008,6.0,25.0,0.0,0.11
2008-02-18,18,2,2008,6.0,17.135211267605634,0.0,0.17
2008-02-19,19,2,2008,6.0,25.0,0.0,0.3
2008-02-20,20,2,2008,6.0,25.0,0.0,0.12
2008-02-21,21,2,2008,6.0,24.51126760563381,0.0,0.09
2008-02-22,22,2,2008,6.0,23.345070422535215,0.0,0.1
2008-02-23,23,2,2008,6.0,25.0,0.0,0.14
2008-02-24,24,2,2008,6.0,25.0,0.0,0.2
2008-02-25,25,2,2008,6.0,25.0,0.0,0.22
2008-02-26,26,2,2008,6.0,25.0,0.0,0.17
2008-02-27,27,2,2008,6.0,22.835211267605636,0.0,0.18
2008-02-28,28,2,2008,6.0,23.10281690140846,0.0,0.12000000000000001
2008-02-29,29,2,2008,6.0,25.0,0.0,0.16
2008-03-01,1,3,2008,6.0,9.07042253521127,0.0,0.1
2008-03-02,2,3,2008,6.0,19.09577464788733,0.0,0.13
2008-03-03,3,3,2008,6.0,25.0,0.0,0.31
2008-03-04,4,3,2008,6.0,25.0,0.0,0.43
2008-03-05,5,3,2008,6.0,16.891549295774652,0.0,0.2
2008-03-06,6,3,2008,6.0,25.0,0.0,0.6
2008-03-07,7,3,2008,6.0,25.0,0.0,0.87
2008-03-08,8,3,2008,6.0,12.79718309859155,0.0,0.9900000000000001
2008-03-09,9,3,2008,6.0,21.039436619718316,0.0,0.18
2008-03-10,10,3,2008,6.0,25.0,0.0,0.12
